booking_id,guest_id,booking_date,check_in_date,check_out_date,room_type_id,rate_code_id,channel_id,segment_id,status,total_room_revenue,commission_amount,net_room_revenue,number_of_rooms,adults_count,children_count,review_flag,review_reason,revenue_validated,total_revenue_rounded,commission_rounded,net_revenue_rounded,checkin_day_name,checkin_is_weekend,checkin_is_holiday,checkin_season,net_realized_revenue,True_Room_Revenue,Penalty_Revenue
RES-11852,GST-7208,45675,45675,45677,RT_STD,RC_NONREF,CH_BKG,SEG_LEI,Checked-Out,3730.65,559.6,3171.05,1,2,0,OK,,PASS,3730.65,559.6,3171.05,Saturday,TRUE,FALSE,High Season,3730.65,3730.65,0
RES-11853,GST-6314,45655,45675,45677,RT_STD,RC_NONREF,CH_DIR,SEG_BUS,Checked-Out,3927,0,3927,1,2,0,OK,,PASS,3927,0,3927,Saturday,TRUE,FALSE,High Season,3927,3927,0
RES-11854,GST-8785,45662,45675,45676,RT_STD,RC_NONREF,CH_DIR,SEG_LEI,Checked-Out,1963.5,0,1963.5,1,2,0,OK,,PASS,1963.5,0,1963.5,Saturday,TRUE,FALSE,High Season,1963.5,1963.5,0
RES-11855,GST-8918,45668,45675,45677,RT_DLX,RC_RACK,CH_BKG,SEG_LEI,Checked-Out,6982.5,1047.38,5935.12,1,1,0,OK,,PASS,6982.5,1047.38,5935.12,Saturday,TRUE,FALSE,High Season,6982.5,6982.5,0
RES-11856,GST-5491,45655,45675,45676,RT_STD,RC_NONREF,CH_EXP,SEG_LEI,Checked-Out,1865.33,335.76,1529.57,1,2,0,OK,,PASS,1865.33,335.76,1529.57,Saturday,TRUE,FALSE,High Season,1865.33,1865.33,0
RES-11857,GST-8864,45646,45675,45676,RT_SUT,RC_PROMO,CH_EXP,SEG_LEI,Checked-Out,5386.5,969.57,4416.93,1,1,0,OK,,PASS,5386.5,969.57,4416.93,Saturday,TRUE,FALSE,High Season,5386.5,5386.5,0
RES-11858,GST-6280,45674,45675,45677,RT_DLX,RC_NONREF,CH_DIR,SEG_BUS,Cancelled,0,0,0,1,2,0,OK,,PASS,0,0,0,Saturday,TRUE,FALSE,High Season,0,0,0
RES-11859,GST-6103,45662,45675,45676,RT_STD,RC_PROMO,CH_DIR,SEG_LEI,Cancelled,0,0,0,1,2,0,OK,,PASS,0,0,0,Saturday,TRUE,FALSE,High Season,0,0,0
RES-11860,GST-5847,45669,45675,45677,RT_DLX,RC_NONREF,CH_BKG,SEG_LEI,No-Show,5935.12,890.27,5044.85,1,2,0,OK,,PASS,5935.12,890.27,5044.85,Saturday,TRUE,FALSE,High Season,0,0,5935.12
RES-11861,GST-7943,45673,45675,45676,RT_STD,RC_NONREF,CH_EXP,SEG_BUS,Checked-Out,1865.33,335.76,1529.57,1,2,0,OK,,PASS,1865.33,335.76,1529.57,Saturday,TRUE,FALSE,High Season,1865.33,1865.33,0
RES-11862,GST-6465,45672,45675,45676,RT_STD,RC_CORP,CH_BKG,SEG_LEI,Checked-Out,1931.16,289.67,1641.49,1,2,0,OK,,PASS,1931.16,289.67,1641.49,Saturday,TRUE,FALSE,High Season,1931.16,1931.16,0
RES-11863,GST-8403,45660,45675,45676,RT_STD,RC_NONREF,CH_BKG,SEG_GRP,Checked-Out,1865.33,279.8,1585.53,1,2,0,OK,,PASS,1865.33,279.8,1585.53,Saturday,TRUE,FALSE,High Season,1865.33,1865.33,0
RES-11864,GST-8792,45658,45675,45676,RT_SUT,RC_RACK,CH_EXP,SEG_BUS,Checked-Out,5985,1077.3,4907.7,1,1,2,OK,,PASS,5985,1077.3,4907.7,Saturday,TRUE,FALSE,High Season,5985,5985,0
RES-11865,GST-5337,45658,45675,45676,RT_STD,RC_NONREF,CH_BKG,SEG_LEI,Checked-Out,1865.33,279.8,1585.53,1,1,0,OK,,PASS,1865.33,279.8,1585.53,Saturday,TRUE,FALSE,High Season,1865.33,1865.33,0
RES-11866,GST-5225,45623,45675,45676,RT_STD,RC_PROMO,CH_DIR,SEG_BUS,Checked-Out,2079,0,2079,1,2,0,OK,,PASS,2079,0,2079,Saturday,TRUE,FALSE,High Season,2079,2079,0
RES-11867,GST-6179,45670,45675,45679,RT_STD,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,7900.2,1185.03,6715.17,1,2,0,OK,,PASS,7900.2,1185.03,6715.17,Saturday,TRUE,FALSE,High Season,7900.2,7900.2,0
RES-11868,GST-8853,45667,45675,45676,RT_DLX,RC_PROMO,CH_BKG,SEG_GRP,Checked-Out,3142.12,471.32,2670.8,1,1,0,OK,,PASS,3142.12,471.32,2670.8,Saturday,TRUE,FALSE,High Season,3142.12,3142.12,0
RES-11869,GST-5479,45666,45675,45678,RT_STD,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,5925.15,888.77,5036.38,1,2,1,OK,,PASS,5925.15,888.77,5036.38,Saturday,TRUE,FALSE,High Season,5925.15,5925.15,0
RES-11870,GST-7559,45626,45675,45679,RT_DLX,RC_RACK,CH_BKG,SEG_LEI,Checked-Out,13965,2094.75,11870.25,1,1,0,OK,,PASS,13965,2094.75,11870.25,Saturday,TRUE,FALSE,High Season,13965,13965,0
RES-11871,GST-6582,45653,45675,45676,RT_STD,RC_PROMO,CH_BKG,SEG_GRP,Checked-Out,1975.05,296.26,1678.79,1,2,0,OK,,PASS,1975.05,296.26,1678.79,Saturday,TRUE,FALSE,High Season,1975.05,1975.05,0
RES-11872,GST-7727,45666,45675,45676,RT_STD,RC_PROMO,CH_EXP,SEG_LEI,Checked-Out,1975.05,355.51,1619.54,1,2,0,OK,,PASS,1975.05,355.51,1619.54,Saturday,TRUE,FALSE,High Season,1975.05,1975.05,0
RES-11873,GST-6033,45634,45675,45676,RT_STD,RC_CORP,CH_EXP,SEG_TRA,Checked-Out,1931.16,347.61,1583.55,1,2,0,OK,,PASS,1931.16,347.61,1583.55,Saturday,TRUE,FALSE,High Season,1931.16,1931.16,0
RES-11874,GST-7237,45674,45675,45677,RT_DLX,RC_NONREF,CH_BKG,SEG_TRA,Checked-Out,5935.12,890.27,5044.85,1,1,1,OK,,PASS,5935.12,890.27,5044.85,Saturday,TRUE,FALSE,High Season,5935.12,5935.12,0
RES-11875,GST-5578,45585,45675,45676,RT_STD,RC_NONREF,CH_EXP,SEG_LEI,Checked-Out,1865.33,335.76,1529.57,1,1,1,OK,,PASS,1865.33,335.76,1529.57,Saturday,TRUE,FALSE,High Season,1865.33,1865.33,0
RES-11876,GST-8451,45672,45675,45676,RT_STD,RC_PROMO,CH_EXP,SEG_BUS,Checked-Out,1975.05,355.51,1619.54,1,1,0,OK,,PASS,1975.05,355.51,1619.54,Saturday,TRUE,FALSE,High Season,1975.05,1975.05,0
RES-11877,GST-5169,45670,45675,45677,RT_DLX,RC_PROMO,CH_EXP,SEG_GRP,Cancelled,6284.25,1131.16,5153.09,1,2,1,INFO,Cancelled with revenue,PASS,6284.25,1131.16,5153.09,Saturday,TRUE,FALSE,High Season,0,0,6284.25
RES-11878,GST-6661,45616,45675,45677,RT_STD,RC_NONREF,CH_WLK,SEG_LEI,Cancelled,0,0,0,1,3,0,OK,,PASS,0,0,0,Saturday,TRUE,FALSE,High Season,0,0,0
RES-11879,GST-8210,45658,45675,45677,RT_STD,RC_CORP,CH_EXP,SEG_BUS,Checked-Out,3862.32,695.22,3167.1,1,2,1,OK,,PASS,3862.32,695.22,3167.1,Saturday,TRUE,FALSE,High Season,3862.32,3862.32,0
RES-11880,GST-5611,45670,45675,45676,RT_STD,RC_CORP,CH_BKG,SEG_LEI,Checked-Out,1931.16,289.67,1641.49,1,2,0,OK,,PASS,1931.16,289.67,1641.49,Saturday,TRUE,FALSE,High Season,1931.16,1931.16,0
RES-11881,GST-5887,45658,45675,45676,RT_STD,RC_PROMO,CH_EXP,SEG_LEI,Checked-Out,1975.05,355.51,1619.54,1,2,0,OK,,PASS,1975.05,355.51,1619.54,Saturday,TRUE,FALSE,High Season,1975.05,1975.05,0
RES-11882,GST-7891,45637,45675,45676,RT_DLX,RC_NONREF,CH_BKG,SEG_BUS,Checked-Out,2967.56,445.13,2522.43,1,2,0,OK,,PASS,2967.56,445.13,2522.43,Saturday,TRUE,FALSE,High Season,2967.56,2967.56,0
RES-11883,GST-5277,45661,45675,45677,RT_STD,RC_PROMO,CH_DIR,SEG_LEI,Checked-Out,4158,0,4158,1,2,0,OK,,PASS,4158,0,4158,Saturday,TRUE,FALSE,High Season,4158,4158,0
RES-11884,GST-6746,45654,45675,45676,RT_STD,RC_PROMO,CH_EXP,SEG_BUS,Checked-Out,1975.05,355.51,1619.54,1,2,0,OK,,PASS,1975.05,355.51,1619.54,Saturday,TRUE,FALSE,High Season,1975.05,1975.05,0
RES-11885,GST-7843,45674,45675,45676,RT_STD,RC_PROMO,CH_EXP,SEG_BUS,Checked-Out,1975.05,355.51,1619.54,1,1,0,OK,,PASS,1975.05,355.51,1619.54,Saturday,TRUE,FALSE,High Season,1975.05,1975.05,0
RES-11886,GST-7877,45673,45675,45677,RT_DLX,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,6284.25,942.64,5341.61,1,3,1,OK,,PASS,6284.25,942.64,5341.61,Saturday,TRUE,FALSE,High Season,6284.25,6284.25,0
RES-11887,GST-6650,45620,45675,45676,RT_STD,RC_RACK,CH_BKG,SEG_LEI,Checked-Out,2194.5,329.18,1865.32,1,1,0,OK,,PASS,2194.5,329.18,1865.32,Saturday,TRUE,FALSE,High Season,2194.5,2194.5,0
RES-11888,GST-8967,45573,45675,45678,RT_STD,RC_NONREF,CH_EXP,SEG_GRP,Checked-Out,5595.98,1007.28,4588.7,1,2,1,OK,,PASS,5595.98,1007.28,4588.7,Saturday,TRUE,FALSE,High Season,5595.98,5595.98,0
RES-11889,GST-6390,45657,45675,45677,RT_STD,RC_NONREF,CH_BKG,SEG_BUS,Checked-Out,3730.65,559.6,3171.05,1,2,0,OK,,PASS,3730.65,559.6,3171.05,Saturday,TRUE,FALSE,High Season,3730.65,3730.65,0
RES-11890,GST-8336,45668,45675,45676,RT_STD,RC_RACK,CH_WLK,SEG_GRP,Checked-Out,2310,0,2310,1,1,0,OK,,PASS,2310,0,2310,Saturday,TRUE,FALSE,High Season,2310,2310,0
RES-11891,GST-6854,45659,45675,45676,RT_DLX,RC_RACK,CH_DIR,SEG_LEI,Checked-Out,3675,0,3675,1,2,0,OK,,PASS,3675,0,3675,Saturday,TRUE,FALSE,High Season,3675,3675,0
RES-11892,GST-7868,45674,45675,45677,RT_STD,RC_CORP,CH_EXP,SEG_LEI,Checked-Out,3862.32,695.22,3167.1,1,2,0,OK,,PASS,3862.32,695.22,3167.1,Saturday,TRUE,FALSE,High Season,3862.32,3862.32,0
RES-11893,GST-6664,45646,45675,45676,RT_STD,RC_CORP,CH_BKG,SEG_BUS,Checked-Out,1931.16,289.67,1641.49,1,2,0,OK,,PASS,1931.16,289.67,1641.49,Saturday,TRUE,FALSE,High Season,1931.16,1931.16,0
RES-11894,GST-8831,45663,45675,45676,RT_STD,RC_PROMO,CH_DIR,SEG_LEI,Checked-Out,2079,0,2079,1,1,1,OK,,PASS,2079,0,2079,Saturday,TRUE,FALSE,High Season,2079,2079,0
RES-11895,GST-8323,45662,45675,45677,RT_STD,RC_RACK,CH_EXP,SEG_LEI,Checked-Out,4389,790.02,3598.98,1,1,0,OK,,PASS,4389,790.02,3598.98,Saturday,TRUE,FALSE,High Season,4389,4389,0
RES-11896,GST-7445,45644,45675,45676,RT_DLX,RC_PROMO,CH_EXP,SEG_BUS,Checked-Out,3142.12,565.58,2576.55,1,2,0,OK,,PASS,3142.12,565.58,2576.55,Saturday,TRUE,FALSE,High Season,3142.12,3142.12,0
RES-11897,GST-7107,45648,45675,45678,RT_SUT,RC_NONREF,CH_DIR,SEG_LEI,Checked-Out,16065,0,16065,1,2,0,OK,,PASS,16065,0,16065,Saturday,TRUE,FALSE,High Season,16065,16065,0
RES-11898,GST-5542,45644,45675,45676,RT_DLX,RC_PROMO,CH_WLK,SEG_LEI,Checked-Out,3307.5,0,3307.5,1,2,0,OK,,PASS,3307.5,0,3307.5,Saturday,TRUE,FALSE,High Season,3307.5,3307.5,0
RES-11899,GST-7587,45672,45675,45679,RT_STD,RC_CORP,CH_BKG,SEG_LEI,Checked-Out,7724.64,1158.7,6565.94,1,2,2,OK,,PASS,7724.64,1158.7,6565.94,Saturday,TRUE,FALSE,High Season,7724.64,7724.64,0
RES-11900,GST-7277,45674,45675,45676,RT_STD,RC_NONREF,CH_BKG,SEG_BUS,Checked-Out,1865.33,279.8,1585.53,1,1,0,OK,,PASS,1865.33,279.8,1585.53,Saturday,TRUE,FALSE,High Season,1865.33,1865.33,0
RES-11901,GST-6833,45661,45675,45676,RT_STD,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,1975.05,296.26,1678.79,1,2,0,OK,,PASS,1975.05,296.26,1678.79,Saturday,TRUE,FALSE,High Season,1975.05,1975.05,0
RES-11902,GST-8048,45661,45675,45676,RT_SUT,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,5386.5,807.98,4578.52,1,1,0,OK,,PASS,5386.5,807.98,4578.52,Saturday,TRUE,FALSE,High Season,5386.5,5386.5,0
RES-11903,GST-8365,45659,45675,45676,RT_SUT,RC_NONREF,CH_WLK,SEG_LEI,Checked-Out,5355,0,5355,1,1,2,OK,,PASS,5355,0,5355,Saturday,TRUE,FALSE,High Season,5355,5355,0
RES-11904,GST-8847,45647,45676,45678,RT_STD,RC_PROMO,CH_EXP,SEG_BUS,Checked-Out,3950.1,711.02,3239.08,1,1,0,OK,,PASS,3950.1,711.02,3239.08,Sunday,TRUE,FALSE,High Season,3950.1,3950.1,0
RES-11905,GST-8823,45659,45676,45677,RT_DLX,RC_NONREF,CH_DIR,SEG_LEI,Checked-Out,3123.75,0,3123.75,1,2,0,OK,,PASS,3123.75,0,3123.75,Sunday,TRUE,FALSE,High Season,3123.75,3123.75,0
RES-11906,GST-5895,45662,45676,45677,RT_STD,RC_PROMO,CH_EXP,SEG_BUS,Checked-Out,1975.05,355.51,1619.54,1,2,0,OK,,PASS,1975.05,355.51,1619.54,Sunday,TRUE,FALSE,High Season,1975.05,1975.05,0
RES-11907,GST-5785,45671,45676,45678,RT_STD,RC_CORP,CH_EXP,SEG_GRP,Checked-Out,3862.32,695.22,3167.1,1,3,0,OK,,PASS,3862.32,695.22,3167.1,Sunday,TRUE,FALSE,High Season,3862.32,3862.32,0
RES-11908,GST-5149,45569,45676,45679,RT_STD,RC_CORP,CH_DIR,SEG_BUS,Checked-Out,6098.4,0,6098.4,1,2,2,OK,,PASS,6098.4,0,6098.4,Sunday,TRUE,FALSE,High Season,6098.4,6098.4,0
RES-11909,GST-6855,45671,45676,45677,RT_STD,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,1975.05,296.26,1678.79,1,1,0,OK,,PASS,1975.05,296.26,1678.79,Sunday,TRUE,FALSE,High Season,1975.05,1975.05,0
RES-11910,GST-7597,45665,45676,45677,RT_STD,RC_RACK,CH_EXP,SEG_LEI,Checked-Out,2194.5,395.01,1799.49,1,2,1,OK,,PASS,2194.5,395.01,1799.49,Sunday,TRUE,FALSE,High Season,2194.5,2194.5,0
RES-11911,GST-8825,45659,45676,45678,RT_STD,RC_RACK,CH_DIR,SEG_GRP,Checked-Out,4620,0,4620,1,1,0,OK,,PASS,4620,0,4620,Sunday,TRUE,FALSE,High Season,4620,4620,0
RES-11912,GST-7053,45628,45676,45678,RT_STD,RC_NONREF,CH_COR,SEG_BUS,Checked-Out,3927,392.7,3534.3,1,2,0,OK,,PASS,3927,392.7,3534.3,Sunday,TRUE,FALSE,High Season,3927,3927,0
RES-11913,GST-7451,45673,45676,45678,RT_STD,RC_PROMO,CH_EXP,SEG_LEI,Checked-Out,3950.1,711.02,3239.08,1,3,2,OK,,PASS,3950.1,711.02,3239.08,Sunday,TRUE,FALSE,High Season,3950.1,3950.1,0
RES-11914,GST-5089,45655,45676,45678,RT_STD,RC_RACK,CH_WLK,SEG_GRP,Checked-Out,4620,0,4620,1,2,0,OK,,PASS,4620,0,4620,Sunday,TRUE,FALSE,High Season,4620,4620,0
RES-11915,GST-8586,45600,45676,45679,RT_DLX,RC_NONREF,CH_EXP,SEG_LEI,Checked-Out,8902.69,1602.48,7300.21,1,1,0,OK,,PASS,8902.69,1602.48,7300.21,Sunday,TRUE,FALSE,High Season,8902.69,8902.69,0
RES-11916,GST-7570,45676,45676,45678,RT_STD,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,3950.1,592.51,3357.59,1,2,0,OK,,PASS,3950.1,592.51,3357.59,Sunday,TRUE,FALSE,High Season,3950.1,3950.1,0
RES-11917,GST-7098,45650,45676,45678,RT_SUT,RC_PROMO,CH_EXP,SEG_BUS,Checked-Out,10773,1939.14,8833.86,1,3,0,OK,,PASS,10773,1939.14,8833.86,Sunday,TRUE,FALSE,High Season,10773,10773,0
RES-11918,GST-5386,45649,45676,45677,RT_STD,RC_PROMO,CH_EXP,SEG_LEI,Checked-Out,1975.05,355.51,1619.54,1,1,1,OK,,PASS,1975.05,355.51,1619.54,Sunday,TRUE,FALSE,High Season,1975.05,1975.05,0
RES-11919,GST-7214,45675,45676,45677,RT_DLX,RC_NONREF,CH_BKG,SEG_LEI,Checked-Out,2967.56,445.13,2522.43,1,3,0,OK,,PASS,2967.56,445.13,2522.43,Sunday,TRUE,FALSE,High Season,2967.56,2967.56,0
RES-11920,GST-7670,45671,45676,45677,RT_STD,RC_NONREF,CH_BKG,SEG_LEI,Checked-Out,1865.33,279.8,1585.53,1,2,2,OK,,PASS,1865.33,279.8,1585.53,Sunday,TRUE,FALSE,High Season,1865.33,1865.33,0
RES-11921,GST-6466,45647,45676,45677,RT_STD,RC_NONREF,CH_DIR,SEG_TRA,Checked-Out,1963.5,0,1963.5,1,2,0,OK,,PASS,1963.5,0,1963.5,Sunday,TRUE,FALSE,High Season,1963.5,1963.5,0
RES-11922,GST-5776,45657,45676,45678,RT_SUT,RC_PROMO,CH_EXP,SEG_LEI,Checked-Out,10773,1939.14,8833.86,1,2,0,OK,,PASS,10773,1939.14,8833.86,Sunday,TRUE,FALSE,High Season,10773,10773,0
RES-11923,GST-6232,45661,45676,45678,RT_STD,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,3950.1,592.51,3357.59,1,1,1,OK,,PASS,3950.1,592.51,3357.59,Sunday,TRUE,FALSE,High Season,3950.1,3950.1,0
RES-11924,GST-6109,45652,45676,45678,RT_STD,RC_CORP,CH_EXP,SEG_LEI,Checked-Out,3862.32,695.22,3167.1,1,2,1,OK,,PASS,3862.32,695.22,3167.1,Sunday,TRUE,FALSE,High Season,3862.32,3862.32,0
RES-11925,GST-5512,45667,45676,45677,RT_STD,RC_PROMO,CH_DIR,SEG_LEI,Checked-Out,2079,0,2079,1,2,0,OK,,PASS,2079,0,2079,Sunday,TRUE,FALSE,High Season,2079,2079,0
RES-11926,GST-8240,45646,45676,45678,RT_DLX,RC_PROMO,CH_BKG,SEG_BUS,Checked-Out,6284.25,942.64,5341.61,1,1,0,OK,,PASS,6284.25,942.64,5341.61,Sunday,TRUE,FALSE,High Season,6284.25,6284.25,0
RES-11927,GST-5555,45643,45676,45677,RT_DLX,RC_NONREF,CH_EXP,SEG_LEI,Checked-Out,2967.56,534.16,2433.4,1,2,0,OK,,PASS,2967.56,534.16,2433.4,Sunday,TRUE,FALSE,High Season,2967.56,2967.56,0
RES-11928,GST-6855,45672,45676,45678,RT_STD,RC_NONREF,CH_EXP,SEG_LEI,Checked-Out,3730.65,671.52,3059.13,1,2,0,OK,,PASS,3730.65,671.52,3059.13,Sunday,TRUE,FALSE,High Season,3730.65,3730.65,0
RES-11929,GST-8231,45637,45676,45677,RT_STD,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,1975.05,296.26,1678.79,1,2,0,OK,,PASS,1975.05,296.26,1678.79,Sunday,TRUE,FALSE,High Season,1975.05,1975.05,0
RES-11930,GST-6753,45667,45676,45678,RT_DLX,RC_RACK,CH_WLK,SEG_LEI,Cancelled,7350,0,7350,1,1,1,INFO,Cancelled with revenue,PASS,7350,0,7350,Sunday,TRUE,FALSE,High Season,0,0,7350
RES-11931,GST-6971,45661,45676,45677,RT_STD,RC_CORP,CH_DIR,SEG_LEI,Checked-Out,2032.8,0,2032.8,1,1,2,OK,,PASS,2032.8,0,2032.8,Sunday,TRUE,FALSE,High Season,2032.8,2032.8,0
RES-11932,GST-7268,45671,45676,45677,RT_SUT,RC_RACK,CH_EXP,SEG_GRP,Checked-Out,5985,1077.3,4907.7,1,2,0,OK,,PASS,5985,1077.3,4907.7,Sunday,TRUE,FALSE,High Season,5985,5985,0
RES-11933,GST-6513,45670,45676,45679,RT_STD,RC_RACK,CH_BKG,SEG_LEI,Checked-Out,6583.5,987.52,5595.98,1,1,0,OK,,PASS,6583.5,987.52,5595.98,Sunday,TRUE,FALSE,High Season,6583.5,6583.5,0
RES-11934,GST-5971,45674,45676,45678,RT_STD,RC_CORP,CH_BKG,SEG_LEI,Checked-Out,3862.32,579.35,3282.97,1,2,0,OK,,PASS,3862.32,579.35,3282.97,Sunday,TRUE,FALSE,High Season,3862.32,3862.32,0
RES-11935,GST-8079,45676,45676,45677,RT_DLX,RC_RACK,CH_BKG,SEG_LEI,Checked-Out,3491.25,523.69,2967.56,1,2,0,OK,,PASS,3491.25,523.69,2967.56,Sunday,TRUE,FALSE,High Season,3491.25,3491.25,0
RES-11936,GST-8318,45666,45676,45678,RT_STD,RC_CORP,CH_DIR,SEG_LEI,Checked-Out,4065.6,0,4065.6,1,2,0,OK,,PASS,4065.6,0,4065.6,Sunday,TRUE,FALSE,High Season,4065.6,4065.6,0
RES-11937,GST-6926,45663,45676,45677,RT_STD,RC_PROMO,CH_EXP,SEG_LEI,Checked-Out,1975.05,355.51,1619.54,1,1,0,OK,,PASS,1975.05,355.51,1619.54,Sunday,TRUE,FALSE,High Season,1975.05,1975.05,0
RES-11938,GST-6459,45673,45676,45677,RT_DLX,RC_NONREF,CH_EXP,SEG_LEI,Checked-Out,2967.56,534.16,2433.4,1,2,1,OK,,PASS,2967.56,534.16,2433.4,Sunday,TRUE,FALSE,High Season,2967.56,2967.56,0
RES-11939,GST-6173,45634,45676,45678,RT_STD,RC_CORP,CH_DIR,SEG_LEI,Checked-Out,4065.6,0,4065.6,1,1,1,OK,,PASS,4065.6,0,4065.6,Sunday,TRUE,FALSE,High Season,4065.6,4065.6,0
RES-11940,GST-8983,45675,45676,45677,RT_DLX,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,3142.12,471.32,2670.8,1,2,1,OK,,PASS,3142.12,471.32,2670.8,Sunday,TRUE,FALSE,High Season,3142.12,3142.12,0
RES-11941,GST-7741,45664,45676,45678,RT_STD,RC_NONREF,CH_BKG,SEG_BUS,Checked-Out,3730.65,559.6,3171.05,1,2,2,OK,,PASS,3730.65,559.6,3171.05,Sunday,TRUE,FALSE,High Season,3730.65,3730.65,0
RES-11942,GST-5161,45623,45676,45678,RT_DLX,RC_NONREF,CH_DIR,SEG_LEI,Checked-Out,6247.5,0,6247.5,1,2,2,OK,,PASS,6247.5,0,6247.5,Sunday,TRUE,FALSE,High Season,6247.5,6247.5,0
RES-11943,GST-5059,45656,45676,45679,RT_STD,RC_NONREF,CH_EXP,SEG_LEI,Checked-Out,5595.98,1007.28,4588.7,1,2,0,OK,,PASS,5595.98,1007.28,4588.7,Sunday,TRUE,FALSE,High Season,5595.98,5595.98,0
RES-11944,GST-5732,45673,45676,45678,RT_DLX,RC_NONREF,CH_WLK,SEG_LEI,Checked-Out,6247.5,0,6247.5,1,1,0,OK,,PASS,6247.5,0,6247.5,Sunday,TRUE,FALSE,High Season,6247.5,6247.5,0
RES-11945,GST-8715,45654,45676,45677,RT_STD,RC_CORP,CH_EXP,SEG_TRA,Checked-Out,1931.16,347.61,1583.55,1,1,0,OK,,PASS,1931.16,347.61,1583.55,Sunday,TRUE,FALSE,High Season,1931.16,1931.16,0
RES-11946,GST-8092,45674,45676,45677,RT_SUT,RC_NONREF,CH_EXP,SEG_LEI,Checked-Out,5087.25,915.7,4171.55,1,1,0,OK,,PASS,5087.25,915.7,4171.55,Sunday,TRUE,FALSE,High Season,5087.25,5087.25,0
RES-11947,GST-6764,45663,45676,45677,RT_STD,RC_NONREF,CH_WLK,SEG_LEI,Checked-Out,1963.5,0,1963.5,1,2,0,OK,,PASS,1963.5,0,1963.5,Sunday,TRUE,FALSE,High Season,1963.5,1963.5,0
RES-11948,GST-8996,45647,45676,45678,RT_STD,RC_RACK,CH_BKG,SEG_TRA,Checked-Out,4389,658.35,3730.65,1,2,0,OK,,PASS,4389,658.35,3730.65,Sunday,TRUE,FALSE,High Season,4389,4389,0
RES-11949,GST-5671,45675,45676,45677,RT_STD,RC_NONREF,CH_DIR,SEG_TRA,Checked-Out,1963.5,0,1963.5,1,1,2,OK,,PASS,1963.5,0,1963.5,Sunday,TRUE,FALSE,High Season,1963.5,1963.5,0
RES-11950,GST-5866,45643,45676,45678,RT_STD,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,3950.1,592.51,3357.59,1,2,1,OK,,PASS,3950.1,592.51,3357.59,Sunday,TRUE,FALSE,High Season,3950.1,3950.1,0
RES-11951,GST-5826,45648,45676,45678,RT_STD,RC_PROMO,CH_EXP,SEG_BUS,Checked-Out,3950.1,711.02,3239.08,1,1,0,OK,,PASS,3950.1,711.02,3239.08,Sunday,TRUE,FALSE,High Season,3950.1,3950.1,0
RES-11952,GST-7793,45663,45676,45678,RT_STD,RC_NONREF,CH_BKG,SEG_LEI,Checked-Out,3730.65,559.6,3171.05,1,2,2,OK,,PASS,3730.65,559.6,3171.05,Sunday,TRUE,FALSE,High Season,3730.65,3730.65,0
RES-11953,GST-5890,45668,45676,45677,RT_STD,RC_PROMO,CH_DIR,SEG_LEI,Checked-Out,2079,0,2079,1,1,0,OK,,PASS,2079,0,2079,Sunday,TRUE,FALSE,High Season,2079,2079,0
RES-11954,GST-6589,45670,45676,45679,RT_STD,RC_NONREF,CH_EXP,SEG_GRP,Checked-Out,5595.98,1007.28,4588.7,1,2,0,OK,,PASS,5595.98,1007.28,4588.7,Sunday,TRUE,FALSE,High Season,5595.98,5595.98,0
RES-11955,GST-8612,45669,45676,45677,RT_DLX,RC_PROMO,CH_EXP,SEG_LEI,No-Show,3142.12,565.58,2576.55,1,2,1,OK,,PASS,3142.12,565.58,2576.55,Sunday,TRUE,FALSE,High Season,0,0,3142.12
RES-11956,GST-8232,45675,45676,45678,RT_STD,RC_NONREF,CH_EXP,SEG_LEI,Checked-Out,3730.65,671.52,3059.13,1,2,1,OK,,PASS,3730.65,671.52,3059.13,Sunday,TRUE,FALSE,High Season,3730.65,3730.65,0
RES-11957,GST-7726,45672,45676,45677,RT_SUT,RC_NONREF,CH_EXP,SEG_BUS,Checked-Out,5087.25,915.7,4171.55,1,1,0,OK,,PASS,5087.25,915.7,4171.55,Sunday,TRUE,FALSE,High Season,5087.25,5087.25,0
RES-11958,GST-5094,45648,45676,45679,RT_SUT,RC_PROMO,CH_BKG,SEG_LEI,Checked-Out,16159.5,2423.92,13735.58,1,3,0,OK,,PASS,16159.5,2423.92,13735.58,Sunday,TRUE,FALSE,High Season,16159.5,16159.5,0
RES-11959,GST-8279,45664,45676,45678,RT_STD,RC_PROMO,CH_EXP,SEG_LEI,Cancelled,0,0,0,1,2,0,OK,,PASS,0,0,0,Sunday,TRUE,FALSE,High Season,0,0,0
RES-11960,GST-8307,45668,45676,45678,RT_STD,RC_PROMO,CH_EXP,SEG_LEI,Checked-Out,3950.1,711.02,3239.08,1,2,0,OK,,PASS,3950.1,711.02,3239.08,Sunday,TRUE,FALSE,High Season,3950.1,3950.1,0
